pokedex_number,name,generation,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,release_date,speed_class,strength_category
578,Duosion,5,Mitosis Pokémon,1,Psychic,None,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370.0,65.0,40.0,50.0,125.0,60.0,30.0,100.0,2010-01-01,Slow,weak
579,Reuniclus,5,Multiplying Pokémon,1,Psychic,None,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490.0,110.0,65.0,75.0,125.0,85.0,30.0,50.0,2010-01-01,Slow,Strong
580,Ducklett,5,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305.0,62.0,44.0,50.0,44.0,50.0,55.0,190.0,2010-01-01,Slow,weak
581,Swanna,5,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473.0,75.0,87.0,63.0,87.0,63.0,98.0,45.0,2010-01-01,Fast,Strong
582,Vanillite,5,Fresh Snow Pokémon,1,Ice,None,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305.0,36.0,50.0,50.0,65.0,60.0,44.0,255.0,2010-01-01,Slow,weak
583,Vanillish,5,Icy Snow Pokémon,1,Ice,None,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395.0,51.0,65.0,65.0,80.0,75.0,59.0,120.0,2010-01-01,Slow,weak
584,Vanilluxe,5,Snowstorm Pokémon,1,Ice,None,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535.0,71.0,95.0,85.0,110.0,95.0,79.0,45.0,2010-01-01,Fast,Strong
585,Deerling,5,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335.0,60.0,60.0,50.0,40.0,50.0,75.0,190.0,2010-01-01,Fast,weak
586,Sawsbuck,5,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475.0,80.0,100.0,70.0,60.0,70.0,95.0,75.0,2010-01-01,Fast,Strong
587,Emolga,5,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5.0,2,Static,None,Motor Drive,428.0,55.0,75.0,60.0,75.0,60.0,103.0,200.0,2010-01-01,Fast,weak
588,Karrablast,5,Clamping Pokémon,1,Bug,None,0.5,5.9,3,Swarm,Shed Skin,No Guard,315.0,50.0,75.0,45.0,40.0,45.0,60.0,200.0,2010-01-01,Slow,weak
589,Escavalier,5,Cavalry Pokémon,2,Bug,Steel,1.0,33.0,3,Swarm,Shell Armor,Overcoat,495.0,70.0,135.0,105.0,60.0,105.0,20.0,75.0,2010-01-01,Slow,Strong
590,Foongus,5,Mushroom Pokémon,2,Grass,Poison,0.2,1.0,2,Effect Spore,None,Regenerator,294.0,69.0,55.0,45.0,55.0,55.0,15.0,190.0,2010-01-01,Slow,weak
591,Amoonguss,5,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,None,Regenerator,464.0,114.0,85.0,70.0,85.0,80.0,30.0,75.0,2010-01-01,Slow,Strong
592,Frillish,5,Floating Pokémon,2,Water,Ghost,1.2,33.0,3,Water Absorb,Cursed Body,Damp,335.0,55.0,40.0,50.0,65.0,85.0,40.0,190.0,2010-01-01,Slow,weak
593,Jellicent,5,Floating Pokémon,2,Water,Ghost,2.2,135.0,3,Water Absorb,Cursed Body,Damp,480.0,100.0,60.0,70.0,85.0,105.0,60.0,60.0,2010-01-01,Slow,Strong
594,Alomomola,5,Caring Pokémon,1,Water,None,1.2,31.6,3,Healer,Hydration,Regenerator,470.0,165.0,75.0,80.0,40.0,45.0,65.0,75.0,2010-01-01,Slow,Strong
595,Joltik,5,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319.0,50.0,47.0,50.0,57.0,50.0,65.0,190.0,2010-01-01,Slow,weak
596,Galvantula,5,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472.0,70.0,77.0,60.0,97.0,60.0,108.0,75.0,2010-01-01,Fast,Strong
597,Ferroseed,5,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,None,Anticipation,305.0,44.0,50.0,91.0,24.0,86.0,10.0,255.0,2010-01-01,Slow,weak
598,Ferrothorn,5,Thorn Pod Pokémon,2,Grass,Steel,1.0,110.0,2,Iron Barbs,None,Anticipation,489.0,74.0,94.0,131.0,54.0,116.0,20.0,90.0,2010-01-01,Slow,Strong
599,Klink,5,Gear Pokémon,1,Steel,None,0.3,21.0,3,Plus,Minus,Clear Body,300.0,40.0,55.0,70.0,45.0,60.0,30.0,130.0,2010-01-01,Slow,weak
600,Klang,5,Gear Pokémon,1,Steel,None,0.6,51.0,3,Plus,Minus,Clear Body,440.0,60.0,80.0,95.0,70.0,85.0,50.0,60.0,2010-01-01,Slow,Strong
601,Klinklang,5,Gear Pokémon,1,Steel,None,0.6,81.0,3,Plus,Minus,Clear Body,520.0,60.0,100.0,115.0,70.0,85.0,90.0,30.0,2010-01-01,Fast,Strong
602,Tynamo,5,EleFish Pokémon,1,Electric,None,0.2,0.3,1,Levitate,None,None,275.0,35.0,55.0,40.0,45.0,40.0,60.0,190.0,2010-01-01,Slow,weak
603,Eelektrik,5,EleFish Pokémon,1,Electric,None,1.2,22.0,1,Levitate,None,None,405.0,65.0,85.0,70.0,75.0,70.0,40.0,60.0,2010-01-01,Slow,weak
604,Eelektross,5,EleFish Pokémon,1,Electric,None,2.1,80.5,1,Levitate,None,None,515.0,85.0,115.0,80.0,105.0,80.0,50.0,30.0,2010-01-01,Slow,Strong
605,Elgyem,5,Cerebral Pokémon,1,Psychic,None,0.5,9.0,3,Telepathy,Synchronize,Analytic,335.0,55.0,55.0,55.0,85.0,55.0,30.0,255.0,2010-01-01,Slow,weak
606,Beheeyem,5,Cerebral Pokémon,1,Psychic,None,1.0,34.5,3,Telepathy,Synchronize,Analytic,485.0,75.0,75.0,75.0,125.0,95.0,40.0,90.0,2010-01-01,Slow,Strong
607,Litwick,5,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275.0,50.0,30.0,55.0,65.0,55.0,20.0,190.0,2010-01-01,Slow,weak
608,Lampent,5,Lamp Pokémon,2,Ghost,Fire,0.6,13.0,3,Flash Fire,Flame Body,Infiltrator,370.0,60.0,40.0,60.0,95.0,60.0,55.0,90.0,2010-01-01,Slow,weak
609,Chandelure,5,Luring Pokémon,2,Ghost,Fire,1.0,34.3,3,Flash Fire,Flame Body,Infiltrator,520.0,60.0,55.0,90.0,145.0,90.0,80.0,45.0,2010-01-01,Fast,Strong
610,Axew,5,Tusk Pokémon,1,Dragon,None,0.6,18.0,3,Rivalry,Mold Breaker,Unnerve,320.0,46.0,87.0,60.0,30.0,40.0,57.0,75.0,2010-01-01,Slow,weak
611,Fraxure,5,Axe Jaw Pokémon,1,Dragon,None,1.0,36.0,3,Rivalry,Mold Breaker,Unnerve,410.0,66.0,117.0,70.0,40.0,50.0,67.0,60.0,2010-01-01,Slow,weak
612,Haxorus,5,Axe Jaw Pokémon,1,Dragon,None,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540.0,76.0,147.0,90.0,60.0,70.0,97.0,45.0,2010-01-01,Fast,Strong
613,Cubchoo,5,Chill Pokémon,1,Ice,None,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305.0,55.0,70.0,40.0,60.0,40.0,40.0,120.0,2010-01-01,Slow,weak
614,Beartic,5,Freezing Pokémon,1,Ice,None,2.6,260.0,3,Snow Cloak,Slush Rush,Swift Swim,505.0,95.0,130.0,80.0,70.0,80.0,50.0,60.0,2010-01-01,Slow,Strong
615,Cryogonal,5,Crystallizing Pokémon,1,Ice,None,1.1,148.0,1,Levitate,None,None,515.0,80.0,50.0,50.0,95.0,135.0,105.0,25.0,2010-01-01,Fast,Strong
616,Shelmet,5,Snail Pokémon,1,Bug,None,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305.0,50.0,40.0,85.0,40.0,65.0,25.0,200.0,2010-01-01,Slow,weak
617,Accelgor,5,Shell Out Pokémon,1,Bug,None,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495.0,80.0,70.0,40.0,100.0,60.0,145.0,75.0,2010-01-01,Fast,Strong
618,Stunfisk,5,Trap Pokémon,2,Ground,Electric,0.7,11.0,3,Static,Limber,Sand Veil,471.0,109.0,66.0,84.0,81.0,99.0,32.0,75.0,2010-01-01,Slow,Strong
618,Galarian Stunfisk,5,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,None,None,471.0,109.0,81.0,99.0,66.0,84.0,32.0,,2010-01-01,Slow,Strong
619,Mienfoo,5,Martial Arts Pokémon,1,Fighting,None,0.9,20.0,3,Inner Focus,Regenerator,Reckless,350.0,45.0,85.0,50.0,55.0,50.0,65.0,180.0,2010-01-01,Slow,weak
620,Mienshao,5,Martial Arts Pokémon,1,Fighting,None,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510.0,65.0,125.0,60.0,95.0,60.0,105.0,45.0,2010-01-01,Fast,Strong
621,Druddigon,5,Cave Pokémon,1,Dragon,None,1.6,139.0,3,Rough Skin,Sheer Force,Mold Breaker,485.0,77.0,120.0,90.0,60.0,90.0,48.0,45.0,2010-01-01,Slow,Strong
622,Golett,5,Automaton Pokémon,2,Ground,Ghost,1.0,92.0,3,Iron Fist,Klutz,No Guard,303.0,59.0,74.0,50.0,35.0,50.0,35.0,190.0,2010-01-01,Slow,weak
623,Golurk,5,Automaton Pokémon,2,Ground,Ghost,2.8,330.0,3,Iron Fist,Klutz,No Guard,483.0,89.0,124.0,80.0,55.0,80.0,55.0,90.0,2010-01-01,Slow,Strong
624,Pawniard,5,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340.0,45.0,85.0,70.0,40.0,40.0,60.0,120.0,2010-01-01,Slow,weak
625,Bisharp,5,Sword Blade Pokémon,2,Dark,Steel,1.6,70.0,3,Defiant,Inner Focus,Pressure,490.0,65.0,125.0,100.0,60.0,70.0,70.0,45.0,2010-01-01,Fast,Strong
626,Bouffalant,5,Bash Buffalo Pokémon,1,Normal,None,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490.0,95.0,110.0,95.0,40.0,95.0,55.0,45.0,2010-01-01,Slow,Strong
627,Rufflet,5,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350.0,70.0,83.0,50.0,37.0,50.0,60.0,190.0,2010-01-01,Slow,weak
628,Braviary,5,Valiant Pokémon,2,Normal,Flying,1.5,41.0,3,Keen Eye,Sheer Force,Defiant,510.0,100.0,123.0,75.0,57.0,75.0,80.0,60.0,2010-01-01,Fast,Strong
629,Vullaby,5,Diapered Pokémon,2,Dark,Flying,0.5,9.0,3,Big Pecks,Overcoat,Weak Armor,370.0,70.0,55.0,75.0,45.0,65.0,60.0,190.0,2010-01-01,Slow,weak
630,Mandibuzz,5,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510.0,110.0,65.0,105.0,55.0,95.0,80.0,60.0,2010-01-01,Fast,Strong
631,Heatmor,5,Anteater Pokémon,1,Fire,None,1.4,58.0,3,Gluttony,Flash Fire,White Smoke,484.0,85.0,97.0,66.0,105.0,66.0,65.0,90.0,2010-01-01,Slow,Strong
632,Durant,5,Iron Ant Pokémon,2,Bug,Steel,0.3,33.0,3,Swarm,Hustle,Truant,484.0,58.0,109.0,112.0,48.0,48.0,109.0,90.0,2010-01-01,Fast,Strong
633,Deino,5,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,None,None,300.0,52.0,65.0,50.0,45.0,50.0,38.0,45.0,2010-01-01,Slow,weak
634,Zweilous,5,Hostile Pokémon,2,Dark,Dragon,1.4,50.0,1,Hustle,None,None,420.0,72.0,85.0,70.0,65.0,70.0,58.0,45.0,2010-01-01,Slow,weak
635,Hydreigon,5,Brutal Pokémon,2,Dark,Dragon,1.8,160.0,1,Levitate,None,None,600.0,92.0,105.0,90.0,125.0,90.0,98.0,45.0,2010-01-01,Fast,Strong
636,Larvesta,5,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,None,Swarm,360.0,55.0,85.0,55.0,50.0,55.0,60.0,45.0,2010-01-01,Slow,weak
637,Volcarona,5,Sun Pokémon,2,Bug,Fire,1.6,46.0,2,Flame Body,None,Swarm,550.0,85.0,60.0,65.0,135.0,105.0,100.0,15.0,2010-01-01,Fast,Strong
638,Cobalion,5,Iron Will Pokémon,2,Steel,Fighting,2.1,250.0,1,Justified,None,None,580.0,91.0,90.0,129.0,90.0,72.0,108.0,3.0,2010-01-01,Fast,Strong
639,Terrakion,5,Cavern Pokémon,2,Rock,Fighting,1.9,260.0,1,Justified,None,None,580.0,91.0,129.0,90.0,72.0,90.0,108.0,3.0,2010-01-01,Fast,Strong
640,Virizion,5,Grassland Pokémon,2,Grass,Fighting,2.0,200.0,1,Justified,None,None,580.0,91.0,90.0,72.0,90.0,129.0,108.0,3.0,2010-01-01,Fast,Strong
641,Tornadus Incarnate Forme,5,Cyclone Pokémon,1,Flying,None,1.5,63.0,2,Prankster,None,Defiant,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,2010-01-01,Fast,Strong
641,Tornadus Therian Forme,5,Cyclone Pokémon,1,Flying,None,1.4,63.0,1,Regenerator,None,None,580.0,79.0,100.0,80.0,110.0,90.0,121.0,3.0,2010-01-01,Fast,Strong
642,Thundurus Incarnate Forme,5,Bolt Strike Pokémon,2,Electric,Flying,1.5,61.0,2,Prankster,None,Defiant,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,2010-01-01,Fast,Strong
642,Thundurus Therian Forme,5,Bolt Strike Pokémon,2,Electric,Flying,3.0,61.0,1,Volt Absorb,None,None,580.0,79.0,105.0,70.0,145.0,80.0,101.0,3.0,2010-01-01,Fast,Strong
643,Reshiram,5,Vast White Pokémon,2,Dragon,Fire,3.2,330.0,1,Turboblaze,None,None,680.0,100.0,120.0,100.0,150.0,120.0,90.0,3.0,2010-01-01,Fast,Strong
644,Zekrom,5,Deep Black Pokémon,2,Dragon,Electric,2.9,345.0,1,Teravolt,None,None,680.0,100.0,150.0,120.0,120.0,100.0,90.0,3.0,2010-01-01,Fast,Strong
645,Landorus Incarnate Forme,5,Abundance Pokémon,2,Ground,Flying,1.5,68.0,2,Sand Force,None,Sheer Force,600.0,89.0,125.0,90.0,115.0,80.0,101.0,3.0,2010-01-01,Fast,Strong
645,Landorus Therian Forme,5,Abundance Pokémon,2,Ground,Flying,1.3,68.0,1,Intimidate,None,None,600.0,89.0,145.0,90.0,105.0,80.0,91.0,3.0,2010-01-01,Fast,Strong
646,Kyurem,5,Boundary Pokémon,2,Dragon,Ice,3.0,325.0,1,Pressure,None,None,660.0,125.0,130.0,90.0,130.0,90.0,95.0,3.0,2010-01-01,Fast,Strong
646,Black Kyurem,5,Boundary Pokémon,2,Dragon,Ice,3.3,325.0,1,Teravolt,None,None,700.0,125.0,170.0,100.0,120.0,90.0,95.0,3.0,2010-01-01,Fast,Strong
646,White Kyurem,5,Boundary Pokémon,2,Dragon,Ice,3.6,325.0,1,Turboblaze,None,None,700.0,125.0,120.0,90.0,170.0,100.0,95.0,3.0,2010-01-01,Fast,Strong
647,Keldeo Ordinary Forme,5,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,None,None,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,2010-01-01,Fast,Strong
647,Keldeo Resolute Forme,5,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,None,None,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,2010-01-01,Fast,Strong
648,Meloetta Aria Forme,5,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,None,None,600.0,100.0,77.0,77.0,128.0,128.0,90.0,3.0,2010-01-01,Fast,Strong
648,Meloetta Pirouette Forme,5,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,None,None,600.0,100.0,128.0,90.0,77.0,77.0,128.0,3.0,2010-01-01,Fast,Strong
649,Genesect,5,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,None,None,600.0,71.0,120.0,95.0,120.0,95.0,99.0,3.0,2010-01-01,Fast,Strong
650,Chespin,6,Spiny Nut Pokémon,1,Grass,None,0.4,9.0,2,Overgrow,None,Bulletproof,313.0,56.0,61.0,65.0,48.0,45.0,38.0,45.0,2013-01-01,Slow,weak
651,Quilladin,6,Spiny Armor Pokémon,1,Grass,None,0.7,29.0,2,Overgrow,None,Bulletproof,405.0,61.0,78.0,95.0,56.0,58.0,57.0,45.0,2013-01-01,Slow,weak
652,Chesnaught,6,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,2,Overgrow,None,Bulletproof,530.0,88.0,107.0,122.0,74.0,75.0,64.0,45.0,2013-01-01,Slow,Strong
653,Fennekin,6,Fox Pokémon,1,Fire,None,0.4,9.4,2,Blaze,None,Magician,307.0,40.0,45.0,40.0,62.0,60.0,60.0,45.0,2013-01-01,Slow,weak
654,Braixen,6,Fox Pokémon,1,Fire,None,1.0,14.5,2,Blaze,None,Magician,409.0,59.0,59.0,58.0,90.0,70.0,73.0,45.0,2013-01-01,Fast,weak
655,Delphox,6,Fox Pokémon,2,Fire,Psychic,1.5,39.0,2,Blaze,None,Magician,534.0,75.0,69.0,72.0,114.0,100.0,104.0,45.0,2013-01-01,Fast,Strong
656,Froakie,6,Bubble Frog Pokémon,1,Water,None,0.3,7.0,2,Torrent,None,Protean,314.0,41.0,56.0,40.0,62.0,44.0,71.0,45.0,2013-01-01,Fast,weak
657,Frogadier,6,Bubble Frog Pokémon,1,Water,None,0.6,10.9,2,Torrent,None,Protean,405.0,54.0,63.0,52.0,83.0,56.0,97.0,45.0,2013-01-01,Fast,weak
658,Greninja,6,Ninja Pokémon,2,Water,Dark,1.5,40.0,2,Torrent,None,Protean,530.0,72.0,95.0,67.0,103.0,71.0,122.0,45.0,2013-01-01,Fast,Strong
658,Ash-Greninja,6,Ninja Pokémon,2,Water,Dark,1.5,40.0,1,Battle Bond,None,None,640.0,72.0,145.0,67.0,153.0,71.0,132.0,45.0,2013-01-01,Fast,Strong
659,Bunnelby,6,Digging Pokémon,1,Normal,None,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237.0,38.0,36.0,38.0,32.0,36.0,57.0,255.0,2013-01-01,Slow,weak
660,Diggersby,6,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423.0,85.0,56.0,77.0,50.0,77.0,78.0,127.0,2013-01-01,Fast,weak
661,Fletchling,6,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,None,Gale Wings,278.0,45.0,50.0,43.0,40.0,38.0,62.0,255.0,2013-01-01,Slow,weak
662,Fletchinder,6,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,None,Gale Wings,382.0,62.0,73.0,55.0,56.0,52.0,84.0,120.0,2013-01-01,Fast,weak
663,Talonflame,6,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,None,Gale Wings,499.0,78.0,81.0,71.0,74.0,69.0,126.0,45.0,2013-01-01,Fast,Strong
664,Scatterbug,6,Scatterdust Pokémon,1,Bug,None,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200.0,38.0,35.0,40.0,27.0,25.0,35.0,255.0,2013-01-01,Slow,weak
665,Spewpa,6,Scatterdust Pokémon,1,Bug,None,0.3,8.4,2,Shed Skin,None,Friend Guard,213.0,45.0,22.0,60.0,27.0,30.0,29.0,120.0,2013-01-01,Slow,weak
666,Vivillon,6,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411.0,80.0,52.0,50.0,90.0,50.0,89.0,45.0,2013-01-01,Fast,weak
667,Litleo,6,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369.0,62.0,50.0,58.0,73.0,54.0,72.0,220.0,2013-01-01,Fast,weak
668,Pyroar,6,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507.0,86.0,68.0,72.0,109.0,66.0,106.0,65.0,2013-01-01,Fast,Strong
669,Flabébé,6,Single Bloom Pokémon,1,Fairy,None,0.1,0.1,2,Flower Veil,None,Symbiosis,303.0,44.0,38.0,39.0,61.0,79.0,42.0,225.0,2013-01-01,Slow,weak
670,Floette,6,Single Bloom Pokémon,1,Fairy,None,0.2,0.9,2,Flower Veil,None,Symbiosis,371.0,54.0,45.0,47.0,75.0,98.0,52.0,120.0,2013-01-01,Slow,weak
671,Florges,6,Garden Pokémon,1,Fairy,None,1.1,10.0,2,Flower Veil,None,Symbiosis,552.0,78.0,65.0,68.0,112.0,154.0,75.0,45.0,2013-01-01,Fast,Strong
672,Skiddo,6,Mount Pokémon,1,Grass,None,0.9,31.0,2,Sap Sipper,None,Grass Pelt,350.0,66.0,65.0,48.0,62.0,57.0,52.0,200.0,2013-01-01,Slow,weak
673,Gogoat,6,Mount Pokémon,1,Grass,None,1.7,91.0,2,Sap Sipper,None,Grass Pelt,531.0,123.0,100.0,62.0,97.0,81.0,68.0,45.0,2013-01-01,Slow,Strong
674,Pancham,6,Playful Pokémon,1,Fighting,None,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348.0,67.0,82.0,62.0,46.0,48.0,43.0,220.0,2013-01-01,Slow,weak
675,Pangoro,6,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495.0,95.0,124.0,78.0,69.0,71.0,58.0,65.0,2013-01-01,Slow,Strong
676,Furfrou,6,Poodle Pokémon,1,Normal,None,1.2,28.0,1,Fur Coat,None,None,472.0,75.0,80.0,60.0,65.0,90.0,102.0,160.0,2013-01-01,Fast,Strong
677,Espurr,6,Restraint Pokémon,1,Psychic,None,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355.0,62.0,48.0,54.0,63.0,60.0,68.0,190.0,2013-01-01,Slow,weak
678,Meowstic Male,6,Constraint Pokémon,1,Psychic,None,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,2013-01-01,Fast,Strong
678,Meowstic Female,6,Constraint Pokémon,1,Psychic,None,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,2013-01-01,Fast,Strong
679,Honedge,6,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,None,None,325.0,45.0,80.0,100.0,35.0,37.0,28.0,180.0,2013-01-01,Slow,weak
680,Doublade,6,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,None,None,448.0,59.0,110.0,150.0,45.0,49.0,35.0,90.0,2013-01-01,Slow,Strong
681,Aegislash Blade Forme,6,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,None,None,520.0,60.0,150.0,50.0,150.0,50.0,60.0,45.0,2013-01-01,Slow,Strong
681,Aegislash Shield Forme,6,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,None,None,520.0,60.0,50.0,150.0,50.0,150.0,60.0,45.0,2013-01-01,Slow,Strong
682,Spritzee,6,Perfume Pokémon,1,Fairy,None,0.2,0.5,2,Healer,None,Aroma Veil,341.0,78.0,52.0,60.0,63.0,65.0,23.0,200.0,2013-01-01,Slow,weak
683,Aromatisse,6,Fragrance Pokémon,1,Fairy,None,0.8,15.5,2,Healer,None,Aroma Veil,462.0,101.0,72.0,72.0,99.0,89.0,29.0,140.0,2013-01-01,Slow,Strong
684,Swirlix,6,Cotton Candy Pokémon,1,Fairy,None,0.4,3.5,2,Sweet Veil,None,Unburden,341.0,62.0,48.0,66.0,59.0,57.0,49.0,200.0,2013-01-01,Slow,weak
685,Slurpuff,6,Meringue Pokémon,1,Fairy,None,0.8,5.0,2,Sweet Veil,None,Unburden,480.0,82.0,80.0,86.0,85.0,75.0,72.0,140.0,2013-01-01,Fast,Strong
686,Inkay,6,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288.0,53.0,54.0,53.0,37.0,46.0,45.0,190.0,2013-01-01,Slow,weak
687,Malamar,6,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482.0,86.0,92.0,88.0,68.0,75.0,73.0,80.0,2013-01-01,Fast,Strong
688,Binacle,6,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306.0,42.0,52.0,67.0,39.0,56.0,50.0,120.0,2013-01-01,Slow,weak
689,Barbaracle,6,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,2013-01-01,Slow,Strong
690,Skrelp,6,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,2013-01-01,Slow,weak
691,Dragalge,6,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494.0,65.0,75.0,90.0,97.0,123.0,44.0,55.0,2013-01-01,Slow,Strong
692,Clauncher,6,Water Gun Pokémon,1,Water,None,0.5,8.3,1,Mega Launcher,None,None,330.0,50.0,53.0,62.0,58.0,63.0,44.0,225.0,2013-01-01,Slow,weak
693,Clawitzer,6,Howitzer Pokémon,1,Water,None,1.3,35.3,1,Mega Launcher,None,None,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,2013-01-01,Slow,Strong
694,Helioptile,6,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289.0,44.0,38.0,33.0,61.0,43.0,70.0,190.0,2013-01-01,Fast,weak
695,Heliolisk,6,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481.0,62.0,55.0,52.0,109.0,94.0,109.0,75.0,2013-01-01,Fast,Strong
696,Tyrunt,6,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,None,Sturdy,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,2013-01-01,Slow,weak
697,Tyrantrum,6,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,None,Rock Head,521.0,82.0,121.0,119.0,69.0,59.0,71.0,45.0,2013-01-01,Fast,Strong
698,Amaura,6,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,None,Snow Warning,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,2013-01-01,Slow,weak
699,Aurorus,6,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,None,Snow Warning,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,2013-01-01,Slow,Strong
700,Sylveon,6,Intertwining Pokémon,1,Fairy,None,1.0,23.5,2,Cute Charm,None,Pixilate,525.0,95.0,65.0,65.0,110.0,130.0,60.0,45.0,2013-01-01,Slow,Strong
701,Hawlucha,6,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500.0,78.0,92.0,75.0,74.0,63.0,118.0,100.0,2013-01-01,Fast,Strong
